date,product_id,product_name,category,supplier_id,current_stock,max_stock_capacity,safety_stock,reserved_stock,avg_sales_7d,avg_sales_30d,avg_sales_90d,quantity_sold,number_of_orders,revenue,returns,supplier_lead_time,supplier_reliability,month,quarter,season,holiday_indicator,event_type,impact_score,region,future_demand
2023-05,P004,Cough Syrup,Respiratory,S008,1970,6867,736,171,22,12,5,252,301,3276,40,9,0.95,5,2,Spring,0,Heat_Wave,40,Sousse,678
2022-08,P009,Omeprazole,Digestive,S001,480,6754,248,176,36,60,51,1680,975,11760,82,20,0.7,8,3,Summer,0,Virus_Outbreak,90,Tunis,1586
2022-08,P008,Aspirin,Cardiology,S008,3679,5223,258,17,109,137,149,5343,325,26715,100,3,0.98,8,3,Summer,1,Ramadan,30,Bizerte,4721
2022-10,P001,Paracetamol,Painkiller,S010,1533,4975,104,11,48,45,61,1080,744,30240,32,5,0.92,10,4,Autumn,0,Flu_Outbreak,70,Sousse,2049
2023-09,P009,Omeprazole,Digestive,S007,4670,6738,655,85,71,87,87,2349,637,93960,98,19,0.96,9,3,Autumn,0,Virus_Outbreak,90,Sousse,2831
2025-02,P011,Azithromycin,Antibiotic,S007,4651,4009,596,224,89,99,99,3762,613,142956,4,15,0.86,2,1,Winter,0,Heat_Wave,40,Sfax,2941
2024-05,P001,Paracetamol,Painkiller,S003,3555,6663,344,204,103,131,124,4192,267,104800,22,4,0.87,5,2,Spring,0,Cold_Wave,50,Gabes,3043
2024-01,P002,Ibuprofen,Painkiller,S008,4567,4525,461,236,64,68,69,1700,302,78200,89,12,0.7,1,1,Winter,0,Heat_Wave,40,Nabeul,2061
2024-02,P004,Cough Syrup,Respiratory,S008,1965,6023,476,62,94,122,118,3416,312,153720,59,8,0.86,2,1,Winter,0,Allergy_Season,60,Sfax,3758
2024-04,P005,Vitamin C,Supplement,S001,1634,7805,118,129,27,33,19,990,413,19800,25,11,0.95,4,2,Spring,0,Virus_Outbreak,90,Sousse,1532
2026-05,P013,Cetirizine,Allergy,S008,2718,4694,263,185,95,102,91,3264,225,189312,35,15,0.94,5,2,Spring,0,Heat_Wave,40,Beja,2359
2023-06,P004,Cough Syrup,Respiratory,S007,4099,4118,609,190,70,88,73,2200,293,39600,73,2,0.79,6,2,Summer,0,Heat_Wave,40,Gabes,2259
2025-01,P010,Metformin,Diabetes,S008,2005,7094,269,79,87,91,106,2457,931,19656,94,5,0.8,1,1,Winter,1,Eid,25,Sfax,1811
2022-02,P010,Metformin,Diabetes,S003,2237,4454,374,31,61,91,92,3458,890,48412,23,3,0.92,2,1,Winter,0,Flu_Outbreak,70,Bizerte,3290
2022-05,P011,Azithromycin,Antibiotic,S004,597,6686,134,133,91,101,88,2020,347,12120,24,19,0.91,5,2,Spring,0,Heat_Wave,40,Sfax,3152
2024-08,P009,Omeprazole,Digestive,S010,2909,5394,782,204,81,72,91,2160,384,36720,75,6,0.9,8,3,Summer,1,Eid,25,Beja,1719
2026-10,P012,Nasal Spray,Respiratory,S009,2495,4475,588,89,32,56,43,1848,283,24024,38,11,0.7,10,4,Autumn,0,Allergy_Season,60,Gabes,2193
2024-05,P008,Aspirin,Cardiology,S007,3438,5844,780,101,82,78,97,2262,737,99528,31,14,0.93,5,2,Spring,0,Heat_Wave,40,Beja,2676
2022-09,P005,Vitamin C,Supplement,S009,1880,6984,153,46,26,21,13,651,64,22134,78,15,0.82,9,3,Autumn,0,Heat_Wave,40,Sfax,753
2025-02,P006,Antihistamine,Allergy,S010,1605,5014,221,113,37,62,54,2480,905,44640,76,9,0.82,2,1,Winter,0,Virus_Outbreak,90,Tunis,2398
2022-12,P004,Cough Syrup,Respiratory,S002,1701,4952,631,284,111,127,119,3175,223,92075,90,7,0.75,12,4,Winter,0,Cold_Wave,50,Tunis,2754
2025-01,P001,Paracetamol,Painkiller,S002,2634,7445,716,46,108,115,98,3335,301,20010,81,7,0.83,1,1,Winter,0,Heat_Wave,40,Bizerte,2525
2022-12,P015,Salbutamol,Respiratory,S001,3892,6495,682,268,92,96,92,2688,106,16128,33,16,0.85,12,4,Winter,1,Eid,25,Nabeul,2906
2022-09,P002,Ibuprofen,Painkiller,S008,2672,7330,168,221,28,35,49,910,401,36400,9,11,0.94,9,3,Autumn,0,Flu_Outbreak,70,Gabes,1591
2023-11,P014,Diclofenac,Painkiller,S003,4909,4320,579,12,82,105,102,3990,104,159600,67,4,0.8,11,4,Autumn,1,Eid,25,Nabeul,2838
2023-02,P012,Nasal Spray,Respiratory,S005,3625,4545,451,225,123,123,120,3813,556,144894,20,18,0.77,2,1,Winter,0,None,0,Tunis,3270
2025-03,P006,Antihistamine,Allergy,S005,543,7658,343,158,78,81,94,3240,988,110160,61,11,0.78,3,1,Spring,1,Ramadan,30,Beja,2351
2026-01,P004,Cough Syrup,Respiratory,S002,939,6227,321,193,187,206,204,7210,488,72100,90,20,0.9,1,1,Winter,1,Eid,25,Nabeul,4063
2023-03,P003,Amoxicillin,Antibiotic,S010,1665,6690,769,72,30,31,46,713,976,40641,27,14,0.73,3,1,Spring,1,Ramadan,30,Bizerte,1149
2023-05,P002,Ibuprofen,Painkiller,S007,962,7400,358,51,90,105,100,3465,796,90090,9,16,0.87,5,2,Spring,0,Virus_Outbreak,90,Beja,2523
2022-03,P006,Antihistamine,Allergy,S006,4974,4050,269,16,180,189,203,3969,282,178605,39,5,0.78,3,1,Spring,1,Eid,25,Gabes,5989
2024-06,P011,Azithromycin,Antibiotic,S006,2242,6560,179,279,75,65,56,2015,729,68510,27,9,0.75,6,2,Summer,1,Eid,25,Gabes,1992
2024-09,P002,Ibuprofen,Painkiller,S009,2143,4450,767,290,96,104,106,3328,277,129792,22,8,0.92,9,3,Autumn,0,Cold_Wave,50,Sfax,2837
2026-12,P001,Paracetamol,Painkiller,S003,2213,6346,235,271,26,56,56,1120,923,6720,63,10,0.91,12,4,Winter,0,Cold_Wave,50,Tunis,2188
2025-12,P009,Omeprazole,Digestive,S001,1049,6266,137,31,57,67,85,2211,276,81807,76,18,0.74,12,4,Winter,0,Allergy_Season,60,Sfax,2201
2025-03,P015,Salbutamol,Respiratory,S007,3970,4985,376,168,127,155,173,4960,354,124000,26,5,0.9,3,1,Spring,0,Virus_Outbreak,90,Bizerte,6452
2025-03,P010,Metformin,Diabetes,S010,4688,5109,340,251,91,86,86,2408,709,67424,91,15,0.84,3,1,Spring,1,Eid,25,Sousse,2638
2026-05,P008,Aspirin,Cardiology,S004,2587,7613,353,151,34,42,25,924,562,47124,6,17,0.78,5,2,Spring,1,Eid,25,Sfax,1048
2023-06,P005,Vitamin C,Supplement,S010,3034,5509,695,23,20,16,30,480,779,28320,96,19,0.9,6,2,Summer,1,Eid,25,Sousse,588
2026-12,P011,Azithromycin,Antibiotic,S008,1176,4524,590,182,124,134,126,3886,693,147668,7,14,0.98,12,4,Winter,1,Ramadan,30,Tunis,5126
2023-01,P013,Cetirizine,Allergy,S004,3573,4013,414,230,77,100,118,2400,707,91200,59,7,0.92,1,1,Winter,0,Heat_Wave,40,Bizerte,2773
2025-06,P006,Antihistamine,Allergy,S005,3096,5867,320,273,87,114,124,4446,672,213408,56,9,0.96,6,2,Summer,0,Flu_Outbreak,70,Tunis,4752
2024-02,P004,Cough Syrup,Respiratory,S001,2226,5385,422,20,169,170,153,3910,597,207230,22,16,0.81,2,1,Winter,1,Ramadan,30,Sousse,3823
2022-05,P011,Azithromycin,Antibiotic,S008,3210,4343,618,160,45,58,75,1276,695,40832,28,4,0.72,5,2,Spring,0,Cold_Wave,50,Sfax,2284
2023-07,P009,Omeprazole,Digestive,S010,3474,6057,321,210,56,66,72,1716,331,34320,75,18,0.8,7,3,Summer,0,Virus_Outbreak,90,Sousse,2465
2022-05,P006,Antihistamine,Allergy,S004,2596,7143,236,218,185,210,216,5670,967,153090,11,15,0.95,5,2,Spring,1,Ramadan,30,Nabeul,4636
2024-04,P013,Cetirizine,Allergy,S010,635,4966,799,37,100,112,108,4256,895,212800,10,4,0.8,4,2,Spring,1,Ramadan,30,Sfax,3051
2025-12,P010,Metformin,Diabetes,S005,1173,4294,655,61,81,74,65,2886,934,161616,62,3,0.73,12,4,Winter,0,Virus_Outbreak,90,Gabes,3124
2023-10,P010,Metformin,Diabetes,S003,592,7565,119,90,55,62,45,1488,600,89280,79,19,0.81,10,4,Autumn,1,Eid,25,Beja,2043
2023-09,P006,Antihistamine,Allergy,S008,2878,4817,183,180,91,119,121,2499,690,117453,97,14,0.74,9,3,Autumn,1,Ramadan,30,Bizerte,2315
2022-01,P001,Paracetamol,Painkiller,S002,3344,6251,555,43,71,63,45,1827,450,71253,81,18,0.96,1,1,Winter,0,Allergy_Season,60,Sousse,1367
2022-12,P011,Azithromycin,Antibiotic,S005,3821,6094,627,136,152,152,140,4408,504,149872,4,16,0.88,12,4,Winter,1,Ramadan,30,Tunis,4882
2022-08,P001,Paracetamol,Painkiller,S002,4360,5256,174,121,87,91,87,3549,372,28392,2,13,0.77,8,3,Summer,0,Cold_Wave,50,Sousse,3227
2024-01,P011,Azithromycin,Antibiotic,S009,2995,7470,170,162,167,197,202,4334,555,169026,9,9,0.97,1,1,Winter,1,Ramadan,30,Bizerte,6064
2025-04,P015,Salbutamol,Respiratory,S005,4189,4297,316,200,37,45,50,1755,499,26325,14,5,0.96,4,2,Spring,1,Ramadan,30,Tunis,1363
2023-02,P012,Nasal Spray,Respiratory,S005,3318,6730,678,198,292,282,296,10434,442,177378,17,11,0.99,2,1,Winter,0,Flu_Outbreak,70,Beja,10131
2026-01,P004,Cough Syrup,Respiratory,S007,361,7978,373,214,310,318,301,8904,83,97944,29,19,0.74,1,1,Winter,0,Virus_Outbreak,90,Sfax,12214
2026-01,P001,Paracetamol,Painkiller,S008,2133,7248,385,288,82,106,102,2438,216,90206,98,10,0.85,1,1,Winter,1,Eid,25,Gabes,3904
2025-06,P008,Aspirin,Cardiology,S009,2212,7012,710,79,69,63,75,2079,32,22869,22,6,0.72,6,2,Summer,1,Ramadan,30,Tunis,1895
2023-10,P014,Diclofenac,Painkiller,S008,755,6476,505,280,81,73,91,2190,732,13140,69,15,0.95,10,4,Autumn,1,Ramadan,30,Nabeul,1874
2023-07,P005,Vitamin C,Supplement,S003,4867,6397,739,91,102,124,141,3844,692,157604,2,6,0.78,7,3,Summer,0,Flu_Outbreak,70,Tunis,4079
2024-09,P010,Metformin,Diabetes,S006,2406,5401,653,61,90,115,124,3910,643,19550,100,17,0.82,9,3,Autumn,0,Allergy_Season,60,Gabes,2667
2022-12,P002,Ibuprofen,Painkiller,S003,402,7777,231,69,76,79,80,2528,132,96064,56,7,0.73,12,4,Winter,0,Heat_Wave,40,Sousse,2363
2026-11,P014,Diclofenac,Painkiller,S010,1094,7234,254,261,54,66,53,1584,917,42768,93,13,0.87,11,4,Autumn,0,Heat_Wave,40,Beja,1466
2025-01,P005,Vitamin C,Supplement,S006,416,4899,310,90,95,124,132,3472,716,41664,23,7,0.98,1,1,Winter,0,None,0,Gabes,4436
2026-08,P005,Vitamin C,Supplement,S004,264,7035,756,27,74,69,83,2001,310,36018,15,13,0.75,8,3,Summer,0,Allergy_Season,60,Tunis,2525
2025-06,P013,Cetirizine,Allergy,S001,674,7188,675,160,97,99,98,2079,645,101871,72,8,0.77,6,2,Summer,0,Virus_Outbreak,90,Nabeul,2887
2025-03,P002,Ibuprofen,Painkiller,S004,3312,5032,577,210,68,77,94,2233,624,37961,87,16,0.75,3,1,Spring,0,None,0,Tunis,2296
2025-02,P006,Antihistamine,Allergy,S004,2108,5281,511,263,129,122,123,2440,604,46360,51,12,0.74,2,1,Winter,0,Allergy_Season,60,Tunis,3735
2025-12,P012,Nasal Spray,Respiratory,S006,4536,4855,463,224,105,120,118,3840,490,103680,65,13,0.78,12,4,Winter,0,Heat_Wave,40,Beja,4554
2026-03,P003,Amoxicillin,Antibiotic,S001,1011,7431,480,173,170,196,208,5880,441,217560,78,17,0.87,3,1,Spring,0,Virus_Outbreak,90,Tunis,5721
2024-03,P004,Cough Syrup,Respiratory,S001,745,4301,720,40,106,125,122,3625,826,97875,46,7,0.9,3,1,Spring,0,Allergy_Season,60,Nabeul,2909
2026-09,P002,Ibuprofen,Painkiller,S007,678,7079,730,49,37,56,52,1344,528,26880,33,10,0.89,9,3,Autumn,0,Flu_Outbreak,70,Tunis,2253
2022-11,P014,Diclofenac,Painkiller,S003,3788,4639,271,106,27,32,15,1024,753,31744,12,3,0.92,11,4,Autumn,0,Heat_Wave,40,Nabeul,913
2026-06,P009,Omeprazole,Digestive,S007,3103,5337,237,212,108,120,105,3480,145,146160,65,5,0.98,6,2,Summer,0,Flu_Outbreak,70,Nabeul,4446
2022-11,P004,Cough Syrup,Respiratory,S006,4380,5700,164,31,41,54,45,1998,126,89910,75,8,0.71,11,4,Autumn,0,Heat_Wave,40,Gabes,1428
2024-11,P015,Salbutamol,Respiratory,S007,609,6060,787,18,30,49,50,1813,550,79772,63,19,0.7,11,4,Autumn,1,Eid,25,Sousse,1740
2022-07,P014,Diclofenac,Painkiller,S002,1918,4882,707,253,55,63,78,1575,584,59850,34,14,0.87,7,3,Summer,0,Virus_Outbreak,90,Sousse,2089
2026-06,P006,Antihistamine,Allergy,S005,2651,4871,486,71,47,38,57,1292,771,50388,43,6,0.95,6,2,Summer,0,Heat_Wave,40,Sfax,1623
2024-11,P002,Ibuprofen,Painkiller,S001,2417,6260,492,37,64,71,83,2201,203,28613,16,4,0.87,11,4,Autumn,1,Ramadan,30,Beja,2813
2023-10,P005,Vitamin C,Supplement,S010,1506,6279,646,284,95,111,112,4329,478,155844,28,18,0.76,10,4,Autumn,0,Heat_Wave,40,Sfax,2836
2023-02,P011,Azithromycin,Antibiotic,S007,2964,7794,634,168,169,173,157,4671,176,158814,29,19,0.98,2,1,Winter,0,None,0,Tunis,5176
2024-05,P007,Insulin,Diabetes,S004,590,7389,339,60,30,57,47,1254,828,7524,0,8,0.95,5,2,Spring,1,Ramadan,30,Sfax,1647
2025-01,P011,Azithromycin,Antibiotic,S009,4085,5813,353,236,97,118,130,4484,149,85196,73,10,0.96,1,1,Winter,0,Allergy_Season,60,Bizerte,3414
2024-08,P012,Nasal Spray,Respiratory,S003,424,7019,135,119,108,105,108,2730,758,49140,30,8,0.89,8,3,Summer,1,Ramadan,30,Bizerte,3036
2025-02,P003,Amoxicillin,Antibiotic,S007,3658,7801,310,54,210,212,198,6360,635,330720,58,18,0.73,2,1,Winter,0,Flu_Outbreak,70,Gabes,5828
2026-02,P015,Salbutamol,Respiratory,S001,3426,4019,267,126,113,106,86,2968,703,86072,36,16,0.9,2,1,Winter,0,Heat_Wave,40,Sfax,3236
2025-02,P001,Paracetamol,Painkiller,S005,1027,4911,793,293,80,88,104,2992,889,101728,19,16,0.85,2,1,Winter,0,Allergy_Season,60,Gabes,2545
2023-02,P001,Paracetamol,Painkiller,S008,316,6798,606,246,89,93,86,3162,462,34782,68,19,0.96,2,1,Winter,0,Allergy_Season,60,Sfax,3914
2026-10,P010,Metformin,Diabetes,S004,650,7487,373,247,102,126,123,2772,366,102564,90,19,0.71,10,4,Autumn,1,Ramadan,30,Sfax,3073
2023-12,P007,Insulin,Diabetes,S006,4411,5061,334,209,38,36,23,1260,946,54180,42,18,0.98,12,4,Winter,0,Cold_Wave,50,Gabes,1479
2026-05,P005,Vitamin C,Supplement,S008,1967,6331,474,157,115,108,90,3240,823,142560,54,10,0.73,5,2,Spring,0,Allergy_Season,60,Gabes,2448
2022-05,P015,Salbutamol,Respiratory,S005,3926,4386,365,72,239,240,234,7200,351,374400,30,2,0.8,5,2,Spring,0,Flu_Outbreak,70,Bizerte,8460
2026-02,P010,Metformin,Diabetes,S005,1857,7822,337,33,57,70,83,1750,473,101500,57,10,0.94,2,1,Winter,0,Cold_Wave,50,Sfax,2979
2023-05,P005,Vitamin C,Supplement,S007,2277,7544,604,264,37,61,45,1952,903,101504,54,15,0.81,5,2,Spring,0,Virus_Outbreak,90,Bizerte,2365
2022-03,P004,Cough Syrup,Respiratory,S007,2445,4772,184,125,104,121,112,4477,810,192511,96,12,0.92,3,1,Spring,1,Eid,25,Sousse,3234
2024-12,P005,Vitamin C,Supplement,S003,1384,4907,208,144,30,21,5,420,615,10920,13,9,0.72,12,4,Winter,0,Heat_Wave,40,Gabes,816
2026-06,P006,Antihistamine,Allergy,S002,4716,7525,677,87,192,182,183,6552,691,334152,47,9,0.95,6,2,Summer,0,Allergy_Season,60,Nabeul,6579
2024-01,P009,Omeprazole,Digestive,S008,3013,7794,413,281,46,73,88,2117,677,95265,0,3,0.73,1,1,Winter,0,Allergy_Season,60,Gabes,2371
2025-04,P009,Omeprazole,Digestive,S008,2807,6842,322,29,61,90,70,2790,343,164610,91,5,0.96,4,2,Spring,0,None,0,Gabes,3101
2023-04,P004,Cough Syrup,Respiratory,S006,2831,4717,238,284,60,76,63,2508,984,75240,56,3,0.74,4,2,Spring,0,None,0,Nabeul,1419
2024-11,P001,Paracetamol,Painkiller,S008,2710,7640,326,92,114,132,116,3300,444,122100,68,17,0.85,11,4,Autumn,0,Flu_Outbreak,70,Tunis,3018
2026-09,P007,Insulin,Diabetes,S002,3604,7359,118,220,23,17,5,561,380,28611,55,18,0.77,9,3,Autumn,0,None,0,Nabeul,517
2023-03,P001,Paracetamol,Painkiller,S004,4289,5204,225,17,54,81,100,1701,608,23814,50,13,0.77,3,1,Spring,1,Eid,25,Beja,2398
2023-11,P004,Cough Syrup,Respiratory,S010,3401,4970,504,175,93,84,87,1848,870,44352,73,7,0.85,11,4,Autumn,0,Allergy_Season,60,Sousse,3260
2023-10,P005,Vitamin C,Supplement,S002,3090,7640,221,51,94,114,121,2394,160,79002,41,11,0.8,10,4,Autumn,0,Virus_Outbreak,90,Sfax,2907
2026-06,P002,Ibuprofen,Painkiller,S009,1307,6415,180,235,97,112,123,4256,797,29792,53,9,0.94,6,2,Summer,0,None,0,Sfax,2402
2022-07,P014,Diclofenac,Painkiller,S009,1258,5351,626,154,47,56,41,2016,925,100800,60,12,0.93,7,3,Summer,0,Flu_Outbreak,70,Sfax,1909
2022-12,P008,Aspirin,Cardiology,S010,4948,4257,452,288,84,78,96,2886,968,75036,15,12,0.85,12,4,Winter,0,Flu_Outbreak,70,Sousse,2648
2025-01,P013,Cetirizine,Allergy,S010,3900,5766,455,165,42,45,47,1530,750,19890,38,19,0.91,1,1,Winter,0,Virus_Outbreak,90,Beja,1604
2025-03,P006,Antihistamine,Allergy,S004,637,6819,143,106,117,143,152,4576,118,251680,74,3,0.87,3,1,Spring,1,Ramadan,30,Gabes,4651
2023-10,P014,Diclofenac,Painkiller,S006,2589,4812,136,13,53,44,44,1364,385,53196,27,10,0.88,10,4,Autumn,0,Virus_Outbreak,90,Gabes,1476
2026-11,P009,Omeprazole,Digestive,S006,2115,5901,792,65,107,102,96,3978,147,155142,75,2,0.92,11,4,Autumn,0,Heat_Wave,40,Gabes,3210
2022-10,P014,Diclofenac,Painkiller,S005,3784,4845,305,155,119,134,142,3618,542,155574,55,19,0.75,10,4,Autumn,0,Cold_Wave,50,Sfax,4539
2025-11,P014,Diclofenac,Painkiller,S003,1127,4917,249,229,23,50,38,1800,862,48600,78,15,0.9,11,4,Autumn,0,Virus_Outbreak,90,Tunis,1661
2026-12,P011,Azithromycin,Antibiotic,S007,903,4872,504,160,170,162,155,3402,339,129276,69,15,0.95,12,4,Winter,0,Virus_Outbreak,90,Tunis,4335
2026-08,P008,Aspirin,Cardiology,S004,279,6705,629,200,78,85,85,2635,291,81685,50,2,0.93,8,3,Summer,0,Heat_Wave,40,Sousse,2443
2025-10,P009,Omeprazole,Digestive,S009,4498,7766,202,159,47,62,73,2356,826,124868,41,17,0.73,10,4,Autumn,0,Allergy_Season,60,Tunis,1828
2022-11,P006,Antihistamine,Allergy,S005,4633,7855,532,235,130,154,155,5852,717,292600,94,13,0.94,11,4,Autumn,0,Allergy_Season,60,Gabes,4966
2022-07,P013,Cetirizine,Allergy,S001,1379,7994,446,13,46,52,54,1768,384,38896,40,5,0.81,7,3,Summer,0,None,0,Tunis,1412
2023-06,P006,Antihistamine,Allergy,S009,3930,7598,787,24,102,109,98,2289,348,125895,68,14,0.89,6,2,Summer,0,Flu_Outbreak,70,Sousse,2702
2025-11,P014,Diclofenac,Painkiller,S009,4593,4983,259,222,80,110,120,2530,84,103730,1,4,0.95,11,4,Autumn,0,Virus_Outbreak,90,Gabes,3656
2024-10,P006,Antihistamine,Allergy,S004,3591,7110,360,172,80,70,61,2590,144,116550,63,17,0.71,10,4,Autumn,1,Ramadan,30,Beja,2276
2023-09,P005,Vitamin C,Supplement,S008,3213,4476,233,127,35,28,34,672,498,5376,53,19,0.92,9,3,Autumn,0,Heat_Wave,40,Sousse,1110
2025-06,P002,Ibuprofen,Painkiller,S005,1218,5123,526,236,69,90,95,3600,228,111600,5,4,0.78,6,2,Summer,0,Flu_Outbreak,70,Sfax,2502
2025-01,P015,Salbutamol,Respiratory,S007,1977,6463,495,103,137,147,158,4116,176,172872,67,2,0.71,1,1,Winter,1,Eid,25,Sousse,4355
2026-02,P004,Cough Syrup,Respiratory,S003,4394,6355,240,98,196,196,176,6468,481,51744,5,10,0.85,2,1,Winter,0,Heat_Wave,40,Gabes,6074
2022-05,P002,Ibuprofen,Painkiller,S001,622,7405,435,277,49,76,82,2660,504,117040,98,17,0.8,5,2,Spring,0,Flu_Outbreak,70,Beja,1739
2023-10,P005,Vitamin C,Supplement,S001,365,7253,527,164,64,55,43,1870,920,78540,71,12,0.7,10,4,Autumn,0,Cold_Wave,50,Gabes,1940
2025-12,P002,Ibuprofen,Painkiller,S009,3100,4668,549,271,39,36,17,720,993,10080,87,11,0.93,12,4,Winter,0,None,0,Tunis,938
2025-05,P014,Diclofenac,Painkiller,S010,3033,4040,665,121,114,119,139,3332,231,163268,12,14,0.76,5,2,Spring,0,None,0,Gabes,3085
2025-11,P003,Amoxicillin,Antibiotic,S005,3705,5022,540,297,30,26,12,780,381,8580,74,12,0.88,11,4,Autumn,0,Allergy_Season,60,Gabes,869
2025-09,P006,Antihistamine,Allergy,S009,955,7193,434,98,92,95,111,2280,718,107160,2,15,0.97,9,3,Autumn,0,Virus_Outbreak,90,Sfax,3461
2026-08,P006,Antihistamine,Allergy,S007,4258,4083,139,195,59,59,55,1534,815,23010,94,4,0.74,8,3,Summer,0,None,0,Sousse,1512
2023-09,P004,Cough Syrup,Respiratory,S001,3774,4864,392,247,59,87,97,2784,320,155904,66,10,0.76,9,3,Autumn,1,Ramadan,30,Tunis,2568
2024-01,P013,Cetirizine,Allergy,S002,3609,6832,187,204,40,45,59,1305,299,23490,72,7,0.82,1,1,Winter,0,Virus_Outbreak,90,Beja,2047
2022-06,P003,Amoxicillin,Antibiotic,S010,2610,6731,381,113,40,42,28,1680,319,89040,90,10,0.82,6,2,Summer,0,Cold_Wave,50,Sfax,1650
2023-07,P010,Metformin,Diabetes,S006,3514,6074,684,68,72,92,95,1840,878,53360,11,3,0.84,7,3,Summer,0,Heat_Wave,40,Gabes,2297
2023-11,P011,Azithromycin,Antibiotic,S002,2594,6704,530,61,21,13,5,377,196,13572,38,4,0.98,11,4,Autumn,0,None,0,Bizerte,289
2022-11,P009,Omeprazole,Digestive,S006,2133,7990,553,139,53,53,59,1272,865,27984,15,2,0.71,11,4,Autumn,0,Allergy_Season,60,Sousse,1702
2025-08,P010,Metformin,Diabetes,S004,3622,6408,694,268,70,63,75,1449,912,68103,47,15,0.78,8,3,Summer,0,Flu_Outbreak,70,Gabes,1925
2025-01,P012,Nasal Spray,Respiratory,S010,1410,7788,482,5,199,194,188,6984,105,97776,30,6,0.83,1,1,Winter,0,Cold_Wave,50,Nabeul,6133
2025-03,P009,Omeprazole,Digestive,S002,917,6469,644,135,43,57,59,1140,546,29640,64,9,0.93,3,1,Spring,0,Allergy_Season,60,Bizerte,1757
2024-01,P001,Paracetamol,Painkiller,S008,932,7606,174,55,40,44,62,1012,340,58696,5,3,0.91,1,1,Winter,0,Heat_Wave,40,Sfax,1568
2022-02,P011,Azithromycin,Antibiotic,S008,3929,6930,643,9,144,144,152,3744,43,86112,27,10,0.88,2,1,Winter,1,Ramadan,30,Tunis,3849
2025-11,P013,Cetirizine,Allergy,S001,1137,4375,124,75,102,112,93,4032,788,68544,71,16,0.96,11,4,Autumn,0,Allergy_Season,60,Bizerte,4536
2024-03,P014,Diclofenac,Painkiller,S004,4200,5107,314,97,34,42,23,1596,60,79800,32,9,0.94,3,1,Spring,1,Eid,25,Bizerte,969
2026-01,P013,Cetirizine,Allergy,S005,2625,7496,315,3,140,169,169,5915,913,130130,99,20,0.96,1,1,Winter,0,Allergy_Season,60,Tunis,4825
2026-06,P004,Cough Syrup,Respiratory,S009,3736,6029,206,155,40,40,59,1120,216,16800,0,3,0.7,6,2,Summer,0,Allergy_Season,60,Nabeul,1449
2024-03,P005,Vitamin C,Supplement,S006,1223,6314,211,289,86,96,83,3456,69,207360,41,5,0.94,3,1,Spring,0,Allergy_Season,60,Sfax,3780
2026-03,P013,Cetirizine,Allergy,S005,2122,6738,530,190,90,113,95,4407,584,242385,56,8,0.95,3,1,Spring,0,Virus_Outbreak,90,Sfax,2702
2025-01,P010,Metformin,Diabetes,S009,2053,7773,546,84,95,112,111,2800,45,126000,53,20,0.77,1,1,Winter,1,Ramadan,30,Beja,3644
2026-03,P002,Ibuprofen,Painkiller,S002,4827,4974,476,24,47,60,65,2220,670,31080,55,6,0.77,3,1,Spring,0,Cold_Wave,50,Bizerte,2200
2025-01,P006,Antihistamine,Allergy,S001,3178,5504,579,211,148,161,174,5152,888,118496,96,19,0.86,1,1,Winter,0,Allergy_Season,60,Gabes,5428
2024-02,P011,Azithromycin,Antibiotic,S002,4201,5903,332,251,112,120,118,3240,504,136080,18,3,0.72,2,1,Winter,1,Eid,25,Bizerte,2315
2022-11,P013,Cetirizine,Allergy,S010,3835,5125,359,190,42,53,67,1484,280,68264,51,12,0.78,11,4,Autumn,0,Cold_Wave,50,Gabes,1336
2022-03,P012,Nasal Spray,Respiratory,S001,3108,7504,102,275,31,22,18,572,271,21164,33,9,0.86,3,1,Spring,0,Allergy_Season,60,Nabeul,1123
2025-06,P003,Amoxicillin,Antibiotic,S002,4795,5250,377,31,171,185,181,4255,506,246790,0,11,0.97,6,2,Summer,0,Flu_Outbreak,70,Gabes,4978
2024-05,P014,Diclofenac,Painkiller,S004,1016,6806,617,21,54,81,62,1701,282,59535,54,5,0.83,5,2,Spring,0,Allergy_Season,60,Beja,2873
2024-06,P005,Vitamin C,Supplement,S005,2989,5000,309,150,78,103,98,2781,756,158517,81,3,0.81,6,2,Summer,0,Cold_Wave,50,Sfax,2631
2022-05,P015,Salbutamol,Respiratory,S008,2919,5637,152,87,90,120,122,3840,265,157440,5,6,0.91,5,2,Spring,0,Allergy_Season,60,Gabes,4042
2023-06,P006,Antihistamine,Allergy,S004,3428,5055,360,4,83,106,125,3816,753,22896,44,7,0.86,6,2,Summer,0,Flu_Outbreak,70,Bizerte,3727
2023-02,P010,Metformin,Diabetes,S002,1519,4628,637,292,105,121,132,3751,555,93775,75,5,0.89,2,1,Winter,1,Eid,25,Nabeul,4460
2025-10,P007,Insulin,Diabetes,S006,2917,7692,550,175,91,121,113,4235,438,182105,76,10,0.89,10,4,Autumn,0,Virus_Outbreak,90,Nabeul,3165
2023-08,P012,Nasal Spray,Respiratory,S007,2477,6668,108,209,62,53,64,1590,757,39750,20,12,0.94,8,3,Summer,0,Cold_Wave,50,Sousse,2108
2023-02,P002,Ibuprofen,Painkiller,S001,768,4745,686,212,81,79,81,2923,43,125689,94,11,0.72,2,1,Winter,0,None,0,Tunis,2075
